Bauteil,Menge,Cluster,Frequenz,Jahr
K06058 (Lüfterabdeckung mit Filter ;  MM),8.0,1,niedrig (< 12),2021
K06725 (Extruder screw MM),47.0,2,"mittel (>12, <182)",2021
K06766 (Gleichrichter Powerbox),14.0,2,"mittel (>12, <182)",2021
K06773 (Öl; 100ml),9.0,1,niedrig (< 12),2021
K06972 (Rillenkugellager + Lagerhülse; montiert),111.0,2,"mittel (>12, <182)",2021
K05682 (Cover network;),495.0,3,hoch (> 182),2021
"K05442 (Distanzhülse; Id4,3 x Ad8 x 7, Ms)",33.0,2,"mittel (>12, <182)",2021
K05406 (Kurzschlussverbindung),0.0,1,niedrig (< 12),2021
K05377 (Federdrahtbügel; für Kabelbaum FU),3.0,1,niedrig (< 12),2021
K04719 (Schaltgehäuse-Unterteil; Schwarz mit feiner Struktur MM),8.0,1,niedrig (< 12),2021
K04737 (Rubber connector),312.0,3,hoch (> 182),2021
"K04785 (Kabelklammer, Polyethylen; Größe 4)",317.0,3,hoch (> 182),2021
K04808B (Temperature control 230 V / 250W   MM),17.0,2,"mittel (>12, <182)",2021
K04814 (Knob cover; black),21.0,2,"mittel (>12, <182)",2021
K04886A (Kohlebürste UX1; 2412),341.0,3,hoch (> 182),2021
K04945 (Lüftereinheit Antrieb; vormontiert),0.0,1,niedrig (< 12),2021
"K04946 (Fan guard, controller  MM)",0.0,1,niedrig (< 12),2021
K05111 (Geräteschalter UX1; ohne Drehzahlregelung),7.0,1,niedrig (< 12),2021
K05131 (Anker UX1 230V),108.0,2,"mittel (>12, <182)",2021
K05148 (Vorlegerad;UX1),88.0,2,"mittel (>12, <182)",2021
K05150 (Vorlegewelle; WX2/UX1),5.0,1,niedrig (< 12),2021
K05151 (Zwischendeckel; UX1),0.0,1,niedrig (< 12),2021
K05154 (Field coil UX1 230V),11.0,1,niedrig (< 12),2021
K05160 (Kabelbaum; UX1),13.0,2,"mittel (>12, <182)",2021
K05202 (Controller MM; Repair),42.0,2,"mittel (>12, <182)",2021
K05238 (Rillenkugellager),12.0,2,"mittel (>12, <182)",2021
"K04509 (Düse; 30, MA/E-K-18/25, 3mm)",13.0,2,"mittel (>12, <182)",2021
K03832 (Rillenkugellager; 608 BRS),274.0,3,hoch (> 182),2021
K04172 (Öl; 80ml),298.0,3,hoch (> 182),2021
"K03769 (Motorgehäuse 301500_UX1; Antrieb DB, UX1)",28.0,2,"mittel (>12, <182)",2021
"K02355 (Kohlebürste; EBM13/EBL21SKE, 6,4x16x18)",29.0,2,"mittel (>12, <182)",2021
K02381 (Rillenkugellager; 6200),12.0,2,"mittel (>12, <182)",2021
K02383A (Wellendichtring; 30x42x7 - BA),12.0,2,"mittel (>12, <182)",2021
K02385 (Antriebsspindel; EBM13),1.0,1,niedrig (< 12),2021
K02389 (Flansch; EBM13),0.0,1,niedrig (< 12),2021
K02392 (Sicherungsring; A18),10.0,1,niedrig (< 12),2021
K02399 (Rillenkugellager; 6001),11.0,1,niedrig (< 12),2021
K02300 (Heating element 32A1 for Elect; 230 Volt 3300 Watt),0.0,1,niedrig (< 12),2021
"K02401 (O-Ring; 75,87 x 2,62)",12.0,2,"mittel (>12, <182)",2021
K02435 (Geräteschalter; EBM13/WX2),11.0,1,niedrig (< 12),2021
"K02440 (Anker gew. mit Lüfter; EBM13, 230V)",6.0,1,niedrig (< 12),2021
K02441 (Rillenkugellager; 7 x 22 x 7;),13.0,2,"mittel (>12, <182)",2021
K02444 (Wellendichtring; 14 x 28 x 7),12.0,2,"mittel (>12, <182)",2021
K02500 (Turbine housing upper part; complete; 107763),0.0,1,niedrig (< 12),2021
K02502 (Thermocouple for electron; without electronic),6.0,1,niedrig (< 12),2021
K02504 (Relay for hot-air blower; Electron without electronic),3.0,1,niedrig (< 12),2021
K02432 (Blind cover EBM13 800134),27.0,2,"mittel (>12, <182)",2021
"K02278 (Schaltgehäuse-Deckel; S/R, MA/E-60,40,25,G50 230/400)",5.0,1,niedrig (< 12),2021
K02125 (Kompressionsdüse; MA/E-60),4.0,1,niedrig (< 12),2021
K01989 (Ball bearing 61905-2RS1),16.0,2,"mittel (>12, <182)",2021
K00438 (Temperaturendschalter 135°C; 5825 (Klixon)),0.0,1,niedrig (< 12),2021
K00474 (Heizelement 32.1; 230 Volt 2200 Watt),0.0,1,niedrig (< 12),2021
K00511 (Samicanite tube 5667),0.0,1,niedrig (< 12),2021
"K00519 (Motor (high-speed) 230 Volt 230 Volt, 5701)",4.0,1,niedrig (< 12),2021
K00537 (Axial ball bearing 51105),16.0,2,"mittel (>12, <182)",2021
K00610 (Gleitlager; 6 x 12 x 8),1.0,1,niedrig (< 12),2021
K00627 (Gleitlager; 8 x 12 x 8),1.0,1,niedrig (< 12),2021
K00652 (Bundlager; 16 x 22 x 28 x 3 x 12),0.0,1,niedrig (< 12),2021
K03831 (Rillenkugellager; 6000 BRS),137.0,2,"mittel (>12, <182)",2021
K00713 (Luftschlauch; 9 x 3; durchsichtig),0.0,1,niedrig (< 12),2021
K00744 (Extruderschnecke; UKR SKR (A)),0.0,1,niedrig (< 12),2021
K01017 (Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)),69.0,2,"mittel (>12, <182)",2021
K01068 (Axialrillenkugellager; 51104),1.0,1,niedrig (< 12),2021
K01081 (Filter H 5519/5619/5719/3419/11919),10.0,1,niedrig (< 12),2021
K01203 (Air baffle 5612 A),8.0,1,niedrig (< 12),2021
K01485 (Mains connection clamp K 24/5 S l),0.0,1,niedrig (< 12),2021
K01598 (Handgriff; M 8 MU / 314000540),0.0,1,niedrig (< 12),2021
K02517 (Rillenkugellager; 6006 2RS),2.0,1,niedrig (< 12),2021
K02597 (Heizelement 32A1 für Electron; 230 Volt 2200 Watt mit Bohrung),11.0,1,niedrig (< 12),2021
"K00659 (Seeger-Greifring; G   5,5 x 0,8)",2.0,1,niedrig (< 12),2021
K02644 (Griffschale - links; Antrieb WX2),21.0,2,"mittel (>12, <182)",2021
"K03348 (Connecting cable; Powerbox, orange)",65.0,2,"mittel (>12, <182)",2021
"K03482 (Senkschraube; DIN 7991, M 4 x  12)",2.0,1,niedrig (< 12),2021
"K03586 (Erdungskabel komp.; WX2Mu, UX1)",8.0,1,niedrig (< 12),2021
K03587 (Rotor; 101184),10.0,1,niedrig (< 12),2021
K03588 (Sicherungsring; SW 10),134.0,2,"mittel (>12, <182)",2021
K03592 (Lasche; oben WX2),0.0,1,niedrig (< 12),2021
K03597 (Lasche; unten WX2),3.0,1,niedrig (< 12),2021
K03614 (Platine; poti kompl.),7.0,1,niedrig (< 12),2021
K03626 (Cap; 802053),53.0,2,"mittel (>12, <182)",2021
K03629 (Connection cable complete; für Powerbox WX2),7.0,1,niedrig (< 12),2021
K03635 (Wellendichtring; 25x42x7 - BA),137.0,2,"mittel (>12, <182)",2021
K03636 (O-Ring; 62 x 2),142.0,2,"mittel (>12, <182)",2021
"K03640 (Dichtring; 4,5 x 7 x 1  U-Seal Standard)",421.0,3,hoch (> 182),2021
"K03681 (Radialwellendichtring; BE 1020 , 0015)",0.0,1,niedrig (< 12),2021
K03701 (Axial ball bearing 51305),88.0,2,"mittel (>12, <182)",2021
K03702 (Ball bearing 6005 2RS C3 FT150),87.0,2,"mittel (>12, <182)",2021
"K02603 (Rohrheizpatrone; 21x31x 58, 230V, 400W)",25.0,2,"mittel (>12, <182)",2021
K03336 (Front foil; to controller Type K),75.0,2,"mittel (>12, <182)",2021
"K03276 (Screwed cable guide BS-M 20x1,5)",8.0,1,niedrig (< 12),2021
"K03638 (Wellendichtring; 10x19x7 Viton, Form A)",147.0,2,"mittel (>12, <182)",2021
K03114 (Klemmring; MA/E-25 u. 25-S),10.0,1,niedrig (< 12),2021
K03115 (Distanzhülse; MA/E-25 u. 25-S),3.0,1,niedrig (< 12),2021
K02648 (Fan - complete; Drive DB),12.0,2,"mittel (>12, <182)",2021
K02669 (Axialrillenkugellager; 51203),327.0,3,hoch (> 182),2021
K02645 (Griffschale - rechts; Antrieb),16.0,2,"mittel (>12, <182)",2021
"K02689 (Kabel vorkonfektioniert; 230V 3x2,5mm² 7m lg.)",50.0,2,"mittel (>12, <182)",2021
"K02696 (Vorwärmdüse 20; MA/E-25 u. 25-S ,UkR,SkR, MAK18/25)",41.0,2,"mittel (>12, <182)",2021
K02701 (Melting chamber MA/E-25 u. 25-S),4.0,1,niedrig (< 12),2021
"K02753 (Schalter , Baugruppe; MA/E-60,40,25)",0.0,1,niedrig (< 12),2021
K02670 (Rillenkugellager; 6003-2RS1),9.0,1,niedrig (< 12),2021
K02921 (Düse; 29             MA/E-25(PE) 2mm),3.0,1,niedrig (< 12),2021
K02922 (Kompressionsdüse; MA/E-25 u. 25-S MAK-18),12.0,2,"mittel (>12, <182)",2021
"K02954 (Kohlen zu Electron 230V; ""abschaltbar"")",18.0,2,"mittel (>12, <182)",2021
K02965 (Dichtring; MA/E-25 u. 25-S),164.0,2,"mittel (>12, <182)",2021
K03035 (Circlip H 16),45.0,2,"mittel (>12, <182)",2021
K03067 (Druckhebel 1/1-1/R; MA/E-25 u. 25-S),151.0,2,"mittel (>12, <182)",2021
K03068 (Pressure lever 2/1-1/R MA/E-40 u. 60),66.0,2,"mittel (>12, <182)",2021
K03113 (Führungsstange; MA/E-25 u. 25-S),12.0,2,"mittel (>12, <182)",2021
K04237 (Hot air tube),4.0,1,niedrig (< 12),2021
K03893 (Griffschale - rechts; Spritzgussteil              MM),16.0,2,"mittel (>12, <182)",2021
K03892 (Griffschale - links; Spritzgussteil         MM),98.0,2,"mittel (>12, <182)",2021
K04352 (Stützring; MAE/K-18/25 u. 18-S),1.0,1,niedrig (< 12),2021
K04429 (Distanzhülse; 18 bei Berührschutz),64.0,2,"mittel (>12, <182)",2021
K06761 (Aufkleber; Abkühlzeit Deutsch-Englisch),0.0,1,niedrig (< 12),2021
K05156 (Bürstenhalter;   UX1),17.0,2,"mittel (>12, <182)",2021
"K04813 (Rotatable part; d15, 6mm)",15.0,2,"mittel (>12, <182)",2021
K04468 (Schaltgehäuse-Unterteil; K - Regler),16.0,2,"mittel (>12, <182)",2021
K04445 (Shaft; Controller Typ H),12.0,2,"mittel (>12, <182)",2021
"K02203 (Air connection; angle 1/4"")",0.0,1,niedrig (< 12),2021
K00745 (Haltewinkel; UKR U5R U7R (A)),0.0,1,niedrig (< 12),2021
K00651 (Worm wheel UK SK UKR SKR (A)),0.0,1,niedrig (< 12),2021
K00589 (Verschraubung; PG 9),0.0,1,niedrig (< 12),2021
K00568 (Bundlager; 20 x 26 x 32 x 25),0.0,1,niedrig (< 12),2021
"K00536 (Sicherungsring; I   42 x 1,75)",0.0,1,niedrig (< 12),2021
"K00484 (O-Ring  d75,92 x d1,78; 5614)",4.0,1,niedrig (< 12),2021
"K00475 (Kohle ""35"" für 230/400 V Gerät; 5702 / 101.250 für Minor)",0.0,1,niedrig (< 12),2021
"K00638 (Drahtführung; 8 X 1,5      UK SK UKR SKR (A))",0.0,1,niedrig (< 12),2021
K02589 (Extruderschnecke; MA/E-40),0.0,1,niedrig (< 12),2021
"K00657 (Sicherungsring; I   35 x 1,5)",0.0,1,niedrig (< 12),2021
K03623 (Einbaudose kompl.; Munsch konfektioniert),41.0,2,"mittel (>12, <182)",2021
K03603 (Abstandsclip; für Leiterplatten),16.0,2,"mittel (>12, <182)",2021
"K03406 (cable srew fitting, metal PG 16)",0.0,1,niedrig (< 12),2021
K02717 (Kohlebürstenführung Triac; 0172/0272),0.0,1,niedrig (< 12),2021
K02966 (Dichtring; MA/E-40 u. 60),1.0,1,niedrig (< 12),2021
K02924 (Extruder screw MA/E-25 u. 25-S),14.0,2,"mittel (>12, <182)",2021
"K04240 (Joint gasket, MEG-23 / MEG-17)",31.0,2,"mittel (>12, <182)",2021
"K04253 (Isolierfolie zu MM-Xtruder; 0,25mm)",2.0,1,niedrig (< 12),2021
"K03951 (Kabelschutz; BE 1020 , 0047)",1.0,1,niedrig (< 12),2021
K03886 (Berührschutz       Heizspirale; MM),8.0,1,niedrig (< 12),2021
"K07067 (Körper; MAE/K-18/25 u. 18-S, drehbarer Griff)",1.0,1,niedrig (< 12),2021
K07155 (Griffring; GMAEK 18/25),4.0,1,niedrig (< 12),2021
K07041 (Berührschutz; MAK 18/25 dG),1.0,1,niedrig (< 12),2021
"K06915 (Netzkabel, kpl; Wedge It multi)",0.0,1,niedrig (< 12),2021
K06117 (Schweißschuh MM; 67.0120FF-32-20-M),3.0,1,niedrig (< 12),2021
"K04943 (Cable vorkonfektioniert; 1² - 27cm, grün/gelb)",2.0,1,niedrig (< 12),2021
K05048 (Motorschutzschalter; 8010608                AM 11.2),1.0,1,niedrig (< 12),2021
K05419 (Reduzierung; PG 21 auf PG 16),0.0,1,niedrig (< 12),2021
K05143 (Anker UX1 230V; 401466;),3.0,1,niedrig (< 12),2021
K02496 (Gummiring ohne Noppen),1.0,1,niedrig (< 12),2021
K02438 (Compensating shim washer UX1/EBM13 800266),1.0,1,niedrig (< 12),2021
K02205 (Staubschutzkappe; U1231),9.0,1,niedrig (< 12),2021
"K00662 (Paßscheibe, 6 x 10 x 1; UK SK UKR SKR U5R (A))",0.0,1,niedrig (< 12),2021
"K00658 (Sicherungsring; A   20 x 1,2)",0.0,1,niedrig (< 12),2021
"K02551 (Rohrheizpatrone; 30x40x170, 230V, 650W)",19.0,2,"mittel (>12, <182)",2021
K00583 (Gleitlager; 14 x 20 x 20),0.0,1,niedrig (< 12),2021
K00582 (Gleitlager; 10 x 16 x 16),0.0,1,niedrig (< 12),2021
K00581 (Gleitlager; 5 x 10 x 10              U2 U4),0.0,1,niedrig (< 12),2021
K00575 (Sicherungsring; A   10 x 1),0.0,1,niedrig (< 12),2021
"K00452 (Linsenschraube M 4 x 10; mit Innensechsrund, TX20)",0.0,1,niedrig (< 12),2021
K00254 (Kugellager  608 2RS1; 8 X 22 X 7),1.0,1,niedrig (< 12),2021
K00645 (Fördergehäuse; UK SK UKR SKR (A)),0.0,1,niedrig (< 12),2021
K02933 (Touch guard MA/E-25 u. 25-S),0.0,1,niedrig (< 12),2021
"K02691 (Kabel vorkonfektioniert; 230V 2x2,5mm² 7m lg.        SK)",0.0,1,niedrig (< 12),2021
K02968 (Nozzle 39             MA/E-25(PP) 3mm),0.0,1,niedrig (< 12),2021
K04469 (Casing cover),2.0,1,niedrig (< 12),2021
K04653 (Schaltgehäuse-Unterteil; H-Regler),0.0,1,niedrig (< 12),2021
K04703 (Hot air guide 36; Deponie),0.0,1,niedrig (< 12),2021
"K05676 (Paßscheibe; 22 x 32 x 0,2)",0.0,1,niedrig (< 12),2021
"K05991 (Kohlebuerste 230V; BE 1100 , 0042, Satz)",1.0,1,niedrig (< 12),2021
K05814 (Compression nozzle; MA/E-32),2.0,1,niedrig (< 12),2021
K05369 (Zwischendeckel; EBM),1.0,1,niedrig (< 12),2021
K05159 (Litze rot                EBM13; 800826),3.0,1,niedrig (< 12),2021
K05113 (Nozzle),4.0,1,niedrig (< 12),2021
K03843 (Intermediate cover; WX2),3.0,1,niedrig (< 12),2021
"K02400 (Nadelhülse; HK 0808, 8x12x8)",1.0,1,niedrig (< 12),2021
K02395 (Vorlegerad; EBM13),7.0,1,niedrig (< 12),2021
"K02377 (Getriebegehäuse; EBM13, schwarz)",2.0,1,niedrig (< 12),2021
K01212 (Verschlußstopfen F-Type; 300 F 18),0.0,1,niedrig (< 12),2021
K03604 (EMV-Filter 230V),5.0,1,niedrig (< 12),2021
K02698 (Distanzring; 17/3           MA/E-25 u. 25-S / MAK-18),6.0,1,niedrig (< 12),2021
K03582 (Gewindestift; M  4 x  16),0.0,1,niedrig (< 12),2021
"K04380 (Vorwärmdüse 23 mm; 63.5 lang, A18)",0.0,1,niedrig (< 12),2021
"K04384 (Berührschutz; MEK 36,40,58,65)",0.0,1,niedrig (< 12),2021
"K04424 (Halterung MLE; oben 36,40,58,65)",0.0,1,niedrig (< 12),2021
K04554 (Lufterhitzer - Gehäuse; MLE-23 und MLE-17),2.0,1,niedrig (< 12),2021
"K04648 (Kabelverschraubung; M25, Klemmbacken)",1.0,1,niedrig (< 12),2021
"K04718 (Übergangsstück MLE; 36,40,58,65)",1.0,1,niedrig (< 12),2021
"K04413 (Warmluftführung 36,40; Behälterbau)",0.0,1,niedrig (< 12),2021
K04155 (Kohlebürstenführung abschaltbar; Electron),4.0,1,niedrig (< 12),2021
"K04739 (Lüsterklemme; 4,0-6,0²)",5.0,1,niedrig (< 12),2021
K04057 (Chain Link; MULTI),0.0,1,niedrig (< 12),2021
K04077 (Extruder body; MAE/K-36/40/58/65),0.0,1,niedrig (< 12),2021
"K04789 (Einstecktülle; für Schlauch LW13 / NW 7,2)",0.0,1,niedrig (< 12),2021
"K06039 (Distanzhülse; Id4,3 x Ad8 x 7, Ms)",0.0,1,niedrig (< 12),2021
"K06040 (Distanzhülse; Id4,3 x Ad8 x 7, Ms)",0.0,1,niedrig (< 12),2021
K06088 (Extruder body MM),4.0,1,niedrig (< 12),2021
K06455 (Kabelführung 90° / CWE13),0.0,1,niedrig (< 12),2021
K06975 (Eye screw; Pull Protection MULTI),0.0,1,niedrig (< 12),2021
K06981 (Insert; Pull-Protection; MULTI),0.0,1,niedrig (< 12),2021
K06993 (Cable collar; Pull Protection MULTI),0.0,1,niedrig (< 12),2021
"K07005 (Heizkeil, einteilig, lang, 2,5"" Heizpatrone;Wedge It multi/eco)",1.0,1,niedrig (< 12),2021
"K07105 (Heating cartridge, 3/8"" x 2,5"" ; Wedge It multi/eco)",3.0,1,niedrig (< 12),2021
"K04786 (Schaltgehäuse-Deckel; eloxiert, mN     MM)",3.0,1,niedrig (< 12),2021
K05364 (Wedge Welder; Wedge-It Multi Standard),0.0,1,niedrig (< 12),2021
"K01275 (Drossel; 3/8""                       UKA)",0.0,1,niedrig (< 12),2021
K01345 (Kabel; d = 1  blau),0.0,1,niedrig (< 12),2021
"K01346 (Kabel; d = 0,5 blau)",0.0,1,niedrig (< 12),2021
"K02156 (Rohrheizpatrone; 30x40x270, 230V, 800W)",8.0,1,niedrig (< 12),2021
K02394 (Vorlegewelle; EBM13),1.0,1,niedrig (< 12),2021
K01250 (Reduzierung; PG 9 auf PG 7),0.0,1,niedrig (< 12),2021
"K01240 (Kabel; d = 0,5 rot)",0.0,1,niedrig (< 12),2021
K00480 (Turbine 2. Stufe; 5609),0.0,1,niedrig (< 12),2021
K00539 (Ohrklemme; d 20),1.0,1,niedrig (< 12),2021
"K00549 (Einschraubschlauchtülle; G 3/8"")",1.0,1,niedrig (< 12),2021
K00647 (Untere Förderrolle; UK),0.0,1,niedrig (< 12),2021
"K00674 (Luftschlauch, grau; 14 x 18)",0.0,1,niedrig (< 12),2021
K00698 (Fettkammer; UK SK UKR SKR U5R (A)),0.0,1,niedrig (< 12),2021
K01239 (Kabel; d = 1  schwarz),0.0,1,niedrig (< 12),2021
K03595 (Kabelbaum; WX2Mu),1.0,1,niedrig (< 12),2021
K03600 (Joint),8.0,1,niedrig (< 12),2021
K03355 (Lüfter; 80 x 80 x 25),18.0,2,"mittel (>12, <182)",2021
K02649 (Luftführungseinsatz; Antrieb DB),1.0,1,niedrig (< 12),2021
K03037 (Verschraubung; RQG-P schwarz AD10 PG7),2.0,1,niedrig (< 12),2021
K03038 (Wellschlauch schwarz; Rohrflex-PA6 schwarz AD10 PG7),2.0,1,niedrig (< 12),2021
"K03071 (Druckfeder; 1,6x9,4x15,7x3,5 / VD-227C)",2.0,1,niedrig (< 12),2021
K03072 (Flachkopfschraube ; M  5 x 20),18.0,2,"mittel (>12, <182)",2021
K04407 (Schweißschuhhalter MM; 32 x 15),0.0,1,niedrig (< 12),2021
"K04423 (Halterung MEG; oben 36,40,58,65)",0.0,1,niedrig (< 12),2021
"K04512 (Düse; 40, MA/E-K-40, 4mm)",4.0,1,niedrig (< 12),2021
K04550 (Innen-6kt-Schraube; M  4 x  35),0.0,1,niedrig (< 12),2021
K04551 (Halterung; 35  Behälterbau und Deponie),2.0,1,niedrig (< 12),2021
"K04654 (Schaltgehäuse-Deckel; eloxiert, oN)",0.0,1,niedrig (< 12),2021
"K04097 (Dichtring; f.Winkelk.,k.drehb.Vorwärmdüse)",0.0,1,niedrig (< 12),2021
K04088 (Extruderschnecke; MAE/K-58),3.0,1,niedrig (< 12),2021
"K04119 (Dichtring; 8 x 11,8 x 1)",2.0,1,niedrig (< 12),2021
K04175 (Runddichtring; 10  x 3),1.0,1,niedrig (< 12),2021
K05860 (Temperature sensor for frequency converter),4.0,1,niedrig (< 12),2021
"K06072 (Verbindungsleitung; WX2PBMu-WX2Mu , orange, 1,2m lang)",1.0,1,niedrig (< 12),2021
K07180 (Öl; 100ml; EBM13),0.0,1,niedrig (< 12),2021
"K04944 (Kabel vorkonfektioniert; 1² - 29cm, grün/gelb)",0.0,1,niedrig (< 12),2021
K05144 (Ritzelwelle; 301167),6.0,1,niedrig (< 12),2021
"K05477 (Drucktaster,vandalensicher)",0.0,1,niedrig (< 12),2021
"K05815 (Display-Unit, mit Datenaufzeichnung)",0.0,1,niedrig (< 12),2021
K02525 (Holder ER                       MA-40),0.0,1,niedrig (< 12),2021
K02576 (Kompressionsdüse; MA/E-40),5.0,1,niedrig (< 12),2021
"K02499 (Verteiler , komplett; mit Vierkantmuttern)",0.0,1,niedrig (< 12),2021
"K02919 (Schaltgehäuse Baugruppe; zu MA/E-60,40,25-H)",0.0,1,niedrig (< 12),2021
"K02279 (Haltewinkel f.Schaltgehäuse KB; MA/E-60,40,25,G50      230/400)",4.0,1,niedrig (< 12),2021
K00477 (Turbinengehäuse-Unterteil kpl.; 5606),0.0,1,niedrig (< 12),2021
K00488 (Temperaturendschalter 135°C; 5625 (Klixon)),1.0,1,niedrig (< 12),2021
"K02187 (Regler f. Masse/Luft; + Halter, E5GC-QX1ACM-300)",5.0,1,niedrig (< 12),2021
K00966 (Schweißschuh; 42.01xxx-40-30-O),0.0,1,niedrig (< 12),2021
K03704 (Dichtring; MA/E-40 u. 60 lg),5.0,1,niedrig (< 12),2021
"K03605 (EMV-Filter; 230V, motorseitig)",4.0,1,niedrig (< 12),2021
K03842 (Sprengring; SW11),1.0,1,niedrig (< 12),2021
K03029 (Düse; 49               MA/E-25-S 4mm),0.0,1,niedrig (< 12),2021
"K03070 (Unterlegscheibe; MA/E-60,40,25 u. 25-S)",3.0,1,niedrig (< 12),2021
K03343 (Runddichtring; 31  x 3),1.0,1,niedrig (< 12),2021
"K04414 (Hot air guide 58,65; container version)",0.0,1,niedrig (< 12),2021
"K04488 (Dissipator; K - Regler, 50x51x12)",0.0,1,niedrig (< 12),2021
K04669 (Holder flad; LED),0.0,1,niedrig (< 12),2021
K04736 (Kabeltülle; A10 - D2),2.0,1,niedrig (< 12),2021
"K04385 (Touch guard MAK 18,25,36,40,58,65 u. MEK 18,25)",4.0,1,niedrig (< 12),2021
K04663 (orifice plate; 15),0.0,1,niedrig (< 12),2021
"K04689 (Extruderschweißgerät; MEK-40-B, 230 V, mN)",0.0,1,niedrig (< 12),2021
"K03906 (Berührschutz, Vorwärmung; Spritzgussteil   MM)",2.0,1,niedrig (< 12),2021
"K04083 (Halterung; für Deponiegriff, Körper groß)",0.0,1,niedrig (< 12),2021
K04198 (Griffschale; MEG-23 / MEG-17),26.0,2,"mittel (>12, <182)",2021
K06627 (Sicherungshalter),2.0,1,niedrig (< 12),2021
K06476 (BG Spannungsmesser / CWE26/ASSY),0.0,1,niedrig (< 12),2021
K06459 (Klemmenblock / CWE147),0.0,1,niedrig (< 12),2021
"K05624 (Feinsicherung, 2,0A , mittelträge)",0.0,1,niedrig (< 12),2021
K04816 (Knob  pointer; red),2.0,1,niedrig (< 12),2021
K05163 (Sleeve 401383),0.0,1,niedrig (< 12),2021
"K02431 (Overload protection switch; 8,5A)",0.0,1,niedrig (< 12),2021
K02073 (Solid State Relais; G3NE-210T 12 VDC),0.0,1,niedrig (< 12),2021
"K00301 (Kohlebürste, 230 Volt)",0.0,1,niedrig (< 12),2021
K00687 (Lufttemperaturfühler; UK UKR U5R U7R U8R (A)),2.0,1,niedrig (< 12),2021
"K00725 (Luftanschluß; Winkel Einschraubst. 1/4""/10)",0.0,1,niedrig (< 12),2021
K02877 (BG Heizkeil 800 Watt komplett; Wedge IT / CW125/800C),0.0,1,niedrig (< 12),2021
"K04362 (Sicherungsring; I   38 x 1,5)",1.0,1,niedrig (< 12),2021
K04450 (Verschlußglied; für Rollenkette),12.0,2,"mittel (>12, <182)",2021
"K04457 (Schweißschuh MM, 67.01xx, m Halter,  Ø32 x Ø20 x 36 mm unbearb.)",3.0,1,niedrig (< 12),2021
"K04650 (Antriebskette, links, 8x3)",5.0,1,niedrig (< 12),2021
"K04651 (Antriebskette, rechts, 8x3)",8.0,1,niedrig (< 12),2021
K04173 (Ölwechsel-SET; UX1 + WX2Mu),0.0,1,niedrig (< 12),2021
"K03948 (Kohlehaltermodul R+L; BE 1020 , 0043)",0.0,1,niedrig (< 12),2021
"K04058 (Kohlebürste; Satz, BE 1020, 120V)",0.0,1,niedrig (< 12),2021
K06836 (Nilos-Ring),3.0,1,niedrig (< 12),2021
K05848 (Stopfen),1.0,1,niedrig (< 12),2021
"K05863 (Kabel vorkonfektioniert; 1² - 280mm, schwarz)",1.0,1,niedrig (< 12),2021
"K05864 (Kabel vorkonfektioniert; 1² - 280mm, braun)",1.0,1,niedrig (< 12),2021
"K05865 (Kabel vorkonfektioniert; 1² - 280mm, blau)",1.0,1,niedrig (< 12),2021
K05999 (Circlip A   17 x 1),66.0,2,"mittel (>12, <182)",2021
K06953 (Sechskantschraube M6 x 16; Wedge It Multi),6.0,1,niedrig (< 12),2021
K05834 (Frequenzumrichter kompl.; FU27M),0.0,1,niedrig (< 12),2021
K05082 (Kugellager; 61803 2RSR),1.0,1,niedrig (< 12),2021
K05083 (Kugellager; 16001 2RSR),3.0,1,niedrig (< 12),2021
K05136 (Paßscheibe UX1; 901030),0.0,1,niedrig (< 12),2021
K05344 (Schweißschuh MM; 67.0107K-32-20-M),10.0,1,niedrig (< 12),2021
K05345 (Schweißschuh MM; 67.0106K-32-20-M),2.0,1,niedrig (< 12),2021
K05552 (Heizkeilschweissmaschine Wedge It Multi; mit Datenaufzeichnung),0.0,1,niedrig (< 12),2021
K01313 (Schneckenrad komplett; U7R U8R (A) UD),0.0,1,niedrig (< 12),2021
K02795 (T-Griff; 338008  Innengewinde M8),0.0,1,niedrig (< 12),2021
K01156 (Federring; A  8),0.0,1,niedrig (< 12),2021
K00660 (Paßscheibe 20 x 28 x 2),0.0,1,niedrig (< 12),2021
K00664 (Verschraubung; PG 9),0.0,1,niedrig (< 12),2021
K00789 (Fettkammer; U7R U8R (A)),0.0,1,niedrig (< 12),2021
K03677 (Gleitlager mit Bund; MFM 0612-10),2.0,1,niedrig (< 12),2021
K03698 (Rillenkugellager; 61901 2RS1 SKF),6.0,1,niedrig (< 12),2021
"K03834 (Sicherungsring; JV40, 40x1,75)",0.0,1,niedrig (< 12),2021
"K03589 (Kugellagerausgleichscheibe; 19,3 x 25,8 x 0,3  KAS26)",0.0,1,niedrig (< 12),2021
K03583 (Sechskantmutter; M  4 - 8.8),0.0,1,niedrig (< 12),2021
K03608 (Softgriff),2.0,1,niedrig (< 12),2021
K03615 (Kabelbaum; FU),5.0,1,niedrig (< 12),2021
K03593 (Schirmklemmhülse),0.0,1,niedrig (< 12),2021
"K04452 (Schulterschraube; DIN 7379, M5, Z38 / 6x10)",0.0,1,niedrig (< 12),2021
"K04513 (Düse; 50, MA/E-K-65, 5mm)",1.0,1,niedrig (< 12),2021
"K04722 (Holder, motor fan, MM)",0.0,1,niedrig (< 12),2021
